osmanlica,transkripsiyon
يوقارى كلر,Yukarıkeler
يولاق,Yavlak
يومره,Yomra
يومره مع وقف صغير,Yomra maa Vakf-ı Sagir
يومرى,Yumru
يونان اطه لرى,Yunan Adaları
يونان دكزى,Yunan Denizi
يونجالو,Yoncalı
يوند اطه سى,Yundadası
يونده,Yunda
يونده اطه لرى,Yunda Adaları
يونس,Yunus
يوه,Yuva
يوه بولي,Yavebolu
يوه و اكيردور,Yuva ve Eğirdür
يير كسيكى,Yerkesiği
يير كوكي,Yergöğü
ييغيلجه,Yığılca
ييلاجق,Yaylacık
ييلانجق,Yılancık
ييلديز ايلى,Yıldızeli
يَانُوه,Yanova
يَرَاپَتْره,Yerapetra
يَنْبُوعُ البحر,Yenbuulbahr
يپالي,Yapalı
يڭى شهر,Yenişar (Yenişehir)
يڭى پازار آيدين,Yenipazar-ı Aydın
يڭى پازار مع متروفجه,Yenipazar maa Mitroviçe (Mitrofca)
يڭيجه قلعه,Yenicekale
يڭيجۀ آفلانى,Yenice-i Eflani
يڭيجۀ قره صو,Yenice-i Karasu
يگى واروش مع استر افلاق,Yenivaroş maa İstar Eflak
يگي دنيا,Yenidünya
پاازار كوى,Pazarköy
پاتليدا,Patelida
پاخ,Pah
پادجا,Padaca
پادجه,Padaca
پاراسا,Parasa
پارذه نى,Parzeni
پارغا,Parga
پارغه,Parga
پاروس,Paros
پاريكيا,Parikiya
پارگيرى,Bargiri
پازار,Pazar
پازار سويى,Pazarsuyu
پازار صويى,Pazarsuyu
پازار كوى,Pazarköy
پازار يرى,Pazaryeri
پازارجق,Pazarcık
پازارصويى,Pazarsuyu
پازاركاه,Pazargah
پازاركوى,Pazarköy
پازارويران,Pazarviran
پاسبارغو,Paspargo
پاستوح,Pastoh
پاستيه,Pastiye
پاسكه,Pasge
پاسوه,Passava
پاسوه مع كلفا و زارناته,Passava maa Kelefa ve Zarnata
پاسيا,Pasya
پاسين,Pasin
پاسپارغو,Paspargo
پاسپاغوزا اطه لرى,Paspagoz Adaları
پاشا,Paşa
پاشا طاغ,Paşadağ
پاشا ليمانى,Paşalimanı
پاشا يكيد,Paşayiğid
پاشالر,Paşalar
پاشاليمانى,Paşalimanı
پاشقو پوليه,Paşkopolye
پاشقوپوليه,Paşkopolye
پاشكلى,Paşikli
پاشماقلى,Paşmaklı
پاط,Pat
پاطنوس,Patnos
پاطنوس مع عنتاب,Patnos maa Antab
پاغنيك,Pağnik
پاغو,Pago
پاقرسقه ستره دا,Pakraska Sitreda
پاقريچ,Pakriç
پاقسو,Pakso
پاقسواطه سى,Pakso
پاقشه,Pakşa
پالاچ,Palaç
پالرمه,Palerme
پالو,Palu
پالو قصرى,Palokasrı
پالو و جرمك,Palu ve Çermik
پالوقصرى,Palokasrı
پالى معدن مع چسقه,Palu (Palımaden) maa Çiska
پالينورس قيالرى,Palinoris Kayaları
پاليوقاسترو,Palyokastro
پالُو,Palu
پانائيا,Panaiya
پانائييا,Panaiya
پاناغيچه اطه جغى,Panagiçe Adacığı
پاناكيا,Panagiya
پانايا,Panaya
پاندروس,Panderos
پانقوته,Pankota
پانورمه,Panorma
پانيچه,Paniça
پانچوه,Pançova
پاولئ بولى,Pavlı-i Bolu
پاولو,Pavlu
پاولى ايلى,Pavliili
پاولي ايلى,Pavliili
پاوليش,Pavliş
پاياس,Payas
پاپا,Papa
پاپنقوز,Papinkoz
پتاله,Petala
پتاليدس,Petalides
پتاليدى,Petalidi
پتربورغ,Peterburg
پترشبان,Petreşban
پترمژاك,Petremjak
پتره,Petre
پترو,Petro
پترو اطه جغى,Petro Adacığı
پتروقاراوى,Petrokaravi
پتروه پوليه,Petrovapolye
پتروواج,Petrovaç
پتروواچ,Petrovaç
پترى كونمه,Petrigonime
پتريج,Petriç
پتريل,Petril
پتريل مع رادويز,Petril maa Radoviz
پترين,Petrin
پتريچ,Petriç
پتكر,Pitkir
پتكلى,Petekli
پتكير,Pitkir
پتلش,Petleş
پته ليده,Petalide
پتيو,Pitu
پجى,Peci
پجي,Peci
پديه,Pedye
پر شتنه,Priştine
پر موريه,Premorye
پر يبوى,Priboy
پراسودا,Prasuda
پراسوده,Prasuda
پراسودو,Prasudo
پراسودى,Prasudi
پراسولوغوس,Prasologos
پراسونى,Prasoni
پراصو اطه لرى,Praso Adaları
پراقا لمه,Parakalama
پراكندۀ قنغال,Perakende-i Kangal
پراكندۀ مقاطعات,Perakende-i Mukataat
پراكندۀايدين,Perakende-i Aydın
پراكنه,Perakine
پراما,Perama
پرامه,Perama
پراموره,Pramura
پراهوه,Prahova
پراواديجك,Pravadicik
پراوشته,Pravişte
پراويشته,Pravişte
پراچه,Praça
پراچۀ زير,Praça-i Zir
پرت اكرك,Pertekrek
پرتك,Pertek
پرتكرك,Pertekrek
پرتلو,Pürtlü
پرتَكْ,Pertek
پرخنكوك,Perhangök
پرز,Prez
پرزرن,Prizrin
پرزرين,Prizrin
پرزرين مع صهريقه,Prizrin maa Suhorika
پرزرين مع نواحى,Prizrin maa Nevahi
پرسكلاني,Preseklani
پرسپه,Prespa
پرشتنه,Priştine
پرلبه,Pirlepe
پرلوغنده مع حادم,Pirlavganda maa Hadim
پرلوغنده مع خادم,Pirlavganda maa Hadim
پرلپ,Pirlep
پرلپه,Pirlepe
پرنار طاغى,Purnardağı
پرناز,Pırnaz
پرناوود,Pernavud
پرنج,Pirinç
پرنيا وور,Prinyavor
پرنچلك,Pirinçlik
پره ساقوفچه,Presakofça
پره سپه,Prespa
پره قالمه,Parakalama
پره موده,Premuda
پره موريه,Premorye
پره وزه,Preveze
پره وزه مع لامرى,Preveze maa Lamri
پره وزه مع نواحى,Preveze maa Nevahi
پرهوه,Prahova
پروارئ بالا,Pervari-i Bala
پروارئ زير,Pervari-i Zir
پروارى,Pervari
پروانه,Pervane
پرودانو,Prodano
پرورى,Perveri
پروزه,Preveze
پروزه مع نارده,Preveze maa Narda
پروزوروپوژين واستروفجه,Prozor ve Pojin (?) ve Ostrofça
پروس,Poros
پروستنيه,Prostenye
پروشك,Peruşik
پروشيك,Peruşik
پرولوژچه,Prolojaçe
پروناللو,Pıronallı
پرووليا,Perivolya
پروچه غوره,Proçegora
پرى بوى,Priboy
پرى صويى,Perisuyu
پريئيه در,Priyedor
پريبود,Pripod
پريبوى,Priboy
پريجه,Price
پريدور,Priyedor
پريدور مع قوزارچه,Priyedor maa Kozarçe
پريزرين,Prizrin
پريسترى,Peristeri
پريقه,Parika
پريم,Perim
پرين,Perin
پريوتجه,Piryotiçe
پريوتيچه,Piryotiçe
پريوتچه,Piryotiçe
پرييك,Priyeg
پريپوش شاغ,Pripuşşağ
پرپوشته,Pripuşte
پرچنچ,Perçenç
پرچه مع كنزين,Birçe (Pirçe) maa Knezin
پساتورا,Psatura
پساتونيس,Psatonis
پساتونيس ديكر,Psatonis-i diğer
پساريانو,Psaryano
پسقوبى,Piskopi
پسقوكفالو,Piskokefalo
پسقوپى,Piskopi
پسقپوپى,Piskopi
پسلورتى,Psiloriti
پسورونيسى,Pisoronisi
پسيان,Pisyan
پسيخرو,Psihoro
پسيرا,Psira
پسپريم,Besprim
پشترا,Peştera
پشتره,Peştera
پشتريك,Piştirik
پشتريچه,Peşteriçe
پشته,Peşte
پشدر,Pişder
پشلو,Peşlü
پشماقلى,Paşmaklı
پشمان,Pişman
پصوشه,Posuşe
پغانوسا,Piganusa
پقريچ,Pakriç
پكريچ,Pekeriç
پكريچ صغير,Pekeriç-i Sagir
پكريچ كبير,Pekeriç-i Kebir
پكسماد,Peksimad
پكسيماديا اطه جقلرى,Peksimadya Adacıkları
پكلن,Peklin
پكلين,Peklin
پلا تانوس,Platanos
پلا ن دوكن,Palandöken
پلاته يه اطه لرى,Plataya Adaları
پلاتى,Plati
پلاتي,Plati
پلاتيا,Platiya
پلاتيه,Platiya
پلاش,Plaş
پلاطمنه مع قترين,Platimana maa Katerin
پلاطيه,Platiya
پلاقا,Plaka
پلاقه,Plaka
پلاقونيسى,Plakonisi
پلاكا,Plaka
پلاكيدى,Plakidi
پلامود,Palamut (Palamud)
پلاموده,Palamude
پلانا,Plana
پلانقۀجديداقكنيسا,Palanka-i Cedid-i Akkenisa
پلاننۀ بزرك,Planine-i Büzürk
پلاننۀ كوچك,Planine-i Küçük
پلانه,Plana
پلاو,Plav
پلايا,Playa
پلغورا,Pelagura
پلمار,Pilimar
پلندوار (؟),Pelendvar (?)
پله رو,Plero
پلور,Pulur
پلورك,Pülürek
پلوله,Plevle
پلونه,Plevne
پليد بوكى,Pelidbükü
پناكيا,Panagiya
پنايا اطه لرى,Panaya Adaları
پنايه,Panaya
پنبك,Penbek
پنبوق اوزى,Panbuközü
پنجار,Pincar
پندايا,Pendaya
پندايه,Pendaya
پندك,Pendik
پنسكرد,Peneskird
پنسكيرد,Peneskird
پنكان,Pingan
پنيانش,Pinyaniş
په تالا,Petala
په تاليد,Petalid
په رخانكوك,Perhangök
په لاييئاس,Pelayies
په لوزو,Peluzo
پوبلاديه_x001C_,Popladiye
پوتامو,Potamo
پوتاموس,Potamos
پوتنيك,Putnik
پوحوه مكه,Puhovameke
پودرينيه,Podrinye
پودغراديه,Podgradya
پودغراچ,Podgoraç
پودغور,Podgor
پودغوراج,Podgoraç
پودغوراچ,Podgoraç
پودغوريجه,Podgoriçe
پودغوريه,Podgorya
پودغوريه و قوندروچه,Podgorya ve Kondrovçe
پودغوريچه مع اشبوزى,Podgoriçe maa İşpuzi
پودلاپچه,Podlapaça
پودمير,Podmir
پودويرشقى,Podvirşka
پودويرشقي,Podvirşka
پودپوريه,Podporye
پودژه پا,Podjepa
پوراچيك,Puraçik
پورت سعيد,Portsaid
پورتاريا,Portarya
پورتوريقو,Porto Riko
پورتى,Poreti
پورتگال ولايتي,Portugal Vilayeti
پورسوق,Porsuk
پورصوق,Porsuk
پورغه,Porga
پورنك,Pürnek
پوره تى,Poreti
پوره چه,Poreçe
پوروس,Poros
پوروى,Poroy
پورى,Pori
پوريچه,Poriçe
پورچه,Porçe
پوزاروفجه,Pozarofça
پوزانطى,Pozantı
پوزه او,Puzeo
پوزه غه جق,Pojegacık
پوسخوف,Poshof
پوشتكوه,Poştkuh
پوشوه,Puşova (?)
پوصوشه,Posuşe
پوغانوس,Puganus
پوغونيا اطه لرى,Pogoniya
پوغونيه,Pogoniye
پوفين,Pofin
پوقه,Puka
پول هنت,Polihnit
پولاتخانه,Polathane
پولاته,Polata
پولاد ايلى,Poladili
پولانه,Polana
پولانه مع ديراغوطين,Polana maa Dragotin
پولانيه,Polaniye
پولتخانه,Polathane
پولشنيك,Polişnik
پولغار,Polgar
پولنو,Polino
پولهنت,Polihnit
پولهنيت,Polihnit
پولوس,Polos
پولوس كيروف,Poloskirof
پولوميه,Polomiye
پولونى,Poloni
پولى قندري,Polikandri
پوليت ليقه,Politlika
پوليروز,Poliyiroz
پوليقاندرى,Polikandri
پوليقندرى,Polikandri
پولينو,Polino
پوليور,Polyor
پومستى,Pomesti
پومو,Pomo
پونديقو,Pondiko
پوهوه مكه,Puhovameke
پويراز,Poyraz
پوپرزيه,Poprezye
پوپلاديه,Popladiye
پوپنه,Popine
پوپول,Popol
پوپوه,Popova
پوچاپنجى,Poçapinci
پوچتل,Poçitel
پوچى تل,Poçitel
پوچيتل,Poçitel
پوژ ه غجق,Pojegacık
پوژ ه غه جق,Pojegacık
پوژغه جق,Pojegacık
پوژه غه جق,Pojegacık
پوژه غه و اوسك,Pojega ve Ösek
پي پرى,Piperi
پياده كان انقره,Piyadegan-ı Ankara
پياده كان ايدين,Piyadegan-ı Aydın
پياده كان حداوندكار,Piyadegan-ı Hüdavendigar
پياده كان حميد,Piyadegan-ı Hamid
پياده كان خداوندكار,Piyadegan-ı Hüdavendigar
پياده كان سلطان اوكى,Piyadegan-ı Sultanönü
پياده كان صاروخان,Piyadegan-ı Saruhan
پياده كان قراسى,Piyadegan-ı Karesi (Karasi)
پياده كان قره حصار,Piyadegan-ı Karahisar-ı Sahib (Karahisar)
پياده كان قره حصار صاحب,Piyadegan-ı Karahisar-ı Sahib
پياده كان كوتاهيه,Piyadegan-ı Kütahya
پياده كان كوتاهيّه,Piyadegan-ı Kütahya
پياده كان منتشا,Piyadegan-ı Menteşe
پياس,Payas
پيال,Piyal
پياملى,Payamlı
پيانچه,Piyaniçe
پيجين,Picin
پيده,Pide
پيدياس,Pidiyas
پير حياتى و چياسبز,Pirhayati ve Çeyasebz
پير عزيز,Piraziz
پير عزيز مع آق كوى,Piraziz maa Akköy
پير چوبان,Pirçoban
پيراصون,Pirason
پيران,Piran
پيران مع بتوئَن,Piran maa Bituen
پيرعزيز,Piraziz
پيرغو,Pirgo
پيرغو پسيلونه رو,Pirgopisilonero
پيرغوسا,Pirgosa
پيرغوپسيلونه رو,Pirgopisilonero
پيرغى,Pirgı
پيرلپه,Pirlepe
پيسقوپي,Piskopi
پيطيحه,Pitiha (?)
پيغانوسا,Piganusa
پيكار,Pınar
پيكار حصار,Pınarhisar
پيكارحصار,Pınarhisar
پيكارلى,Pınarlı
پيكى,Pigi
پيكي,Pigi
پيلاور,Pilaver
پيلايا,Playa
پيلمار,Pilimar
پيليمار,Pilimar
پيوه بانه,Pivebana
پيپه رى,Piperi
پيچار,Piçar
پَالو,Palu
پَريِّد,Pereyyid
پَرْلَتْستى,Perletsti
پَشْلو,Peşlü
پُشت گرى,Poştgeri
پِريوتچه,Piryotiçe
پِسْيَانْ,Pisyan
پچار,Piçar
پچن مع ميلاس,Peçin maa Milas
پچى,Peci
پچين,Peçin
چابراد,Çabrad
چاتلجه,Çatalca
چاجقه,Çaçaka
چارتلوس,Çartalos
چارداق,Çardak
چارداقلى,Çardaklı
چارسنجاق,Çarsancak
چارسنجق,Çarsancak
چارسنجق مع صغمان,Çarsancak maa Sağman
چارشانبه,Çarşamba
چارشنبه,Çarşamba
چارملك,Çarmelik
چاروحا,Çaruha
چاروه,Çarova
چاريبرود,Çaribrod
چارپان,Çarpan
چارپين,Çarpın
چاشنكير,Çaşnigir
چاط آلاڭى,Çatalanı
چاغشاق,Çağşak
چاغلايق,Çağlayık
چاغلايق مع صارى شعبان,Çağlayık maa Sarışaban
چاقراق,Çakrak
چاقرجه,Çakırca
چاقرلى مع صفالى,Çakırlı maa Safalı
چاقمق,Çakmak
چاقوه,Çakova
چاك,Çan
چاك كوپرى,Çanköprü
چاكشا,Çanşa
چاكلى,Çanlı
چاكلى كليسا,Çanlıkilise
چاكلى كليسه,Çanlıkilise
چال مع طبال و طورصوب,Hakkari Çal (Çal) maa Dabal ve Torsub (?)
چال مع طيارى,Hakkari Çal maa Tayyar
چالتيجق,Çaltıcak
چالدران,Çaldıran
چالديران,Çaldıran
چالش مع طوطاق,Çalış maa Tutak
چالغان,Çalgan
چالق قواق,Çalıkkavak
چاللى,Çallı
چالى,Çalı
چاليجه,Çalıca
چام آردى,Çamardı
چام اردى,Çamardı
چام برونى,Çamburnu
چاملق,Çamlık
چاملوجه,Çamlıca
چامليجه,Çamlıca
چامور,Çamur
چامورلى,Çamurlu
چان,Çan
چاندارلو,Çandarlı
چاندارلى,Çandarlı
چاندارلي,Çandarlı
چاودار,Çavdar
چاودير,Çavdır
چاوش الآت,Çavuşulat (?)
چاى,Çay
چاى آغزى,Çayağzı
چاى حصار,Çayhisar
چاى قيو,Çaykuyu
چاى كسان,Çaykesen
چاي قويى,Çaykuyu
چايخان,Çayhan
چايدر,Çayder
چاير شيخى,Çayırşeyhi
چايراسكوب مع نوكريچه,Çayır-ı Üsküb maa Nogoriçe
چايره,Çayra
چاينيچه,Çayniçe
چاينچه,Çayniçe
چاچقه,Çaçaka
چاچونه,Çaçvine
چاچوينه,Çaçvine
چاڭ,Çan
چاڭلو,Çanlı
چاڭلى,Çanlı
چاڭْلو,Çanlı
چاڭْلى,Çanlı
چبره,Cibre (Çibre)
چبق,Çubuk
چبق آباد,Çubukabad
چبق اباد,Çubukabad
چبوق آباد,Çubukabad
چبوق اباد,Çubukabad
چبوقلى,Çubuklu
چتاق,Çatak
چتال آده لر,Çatal Adalar
چتال اده لر,Çatal Adalar
چتال برغوس,Çatalbergos
چتال برغوس مع لاپسكى,Çatalbergos maa Lapseki
چتال تپه,Çataltepe
چتال زيتون,Çatalzeytun
چتالجه مع ناحيۀ دومكه,Çatalca maa Nahiye Dömeke
چترليك,Çetirlik
چتروز,Çitroz
چتنه,Çetine
چتويردقوشته,Çetvirdkovişte
چتينه,Çetine
چراغ برمكى,Çerağ-ı Bermeki
چرشه,Çerşe
چرقان,Çırkan
چركان,Çirikan
چركس مسلم,Çerkesmüsellem
چركش,Çerkeş
چركش اووه جق,Çerkeş Ovacık
چركش مجيديه,Çerkeş Mecidiye
چركش مع گونى,Çerkeş maa Güney
چرمان,Çirmen
چرملو,Çermeli
چرمن,Çirmen
چرمن و ويزه,Çirmen ve Vize
چرمه,Çerme
چرميك,Çermik
چرنه,Çerna
چرنه رقه,Çernereka
چرنه قوزينچه,Çernekozinçe
چرنوى,Çernovi
چرنويچ,Çernoviç
چرنى كلس,Çerniklis
چرنيك,Çernik
چرنيچه,Çerniçe
چرنيچه و ناحيۀ غابله,Çerniçe ve Nahiye-i Gabele
چرنچه,Çerniçe
چره ويك,Çerevik
چروك,Çerevik
چروم,Çorum
چرى اوغرى,Çeriuğru
چرْمَه لو,Çermeli
چرپان,Çırpan
چرچر,Çırçır
چرچيلى,Çerçili
چسطا,Çista
چسقه,Çıska
چشمه,Çeşme
چشمه و ازمير,Çeşme ve İzmir
چشنيك,Çeşnik
چغا,Çağa
چغان,Çağan
چغلاغان جريدى,Çağlağanceridi
چغلايق,Çağlayık
چغلايق مع صارى شعبان,Çağlayık maa Sarışaban
چغلغان جريدى,Çağlağanceridi
چفتلك,Çiftlik
چفتلكات,Çiftlikat
چفته,Çifte
چفته خان,Çiftehan
چفته لر,Çifteler
چفنه,Çifte
چقال,Çakal
چقاللر,Çakallar
چقماق طاشى,Çakmaktaşı
چقناخور,Çıknahor
چقور,Çukur
چقور آباد,Çukurabad
چقور كوى,Çukurköy
چقور ويران,Çukurviran
چقورجه,Çukurca
چك الاك,Çekalan
چكته,Çekete (?)
چكركه,Çekirge
چكلنه,Çiğlene
چكمجۀ صغير,Çekmece-i Sagir
چكمجۀ كبير,Çekmece-i Kebir
چكمجۀ كبيرر,Çekmece-i Kebir
چلابرد,Çelaberd
چلبى,Çelebi
چلبى بازارى,Çelebipazarı
چلبى باغى,Çelebibağı
چلبى پازارى,Çelebipazarı
چلبى پازارى مع قولايش,Çelebipazarı maa Kolayiş
چلتك,Çeltik
چلدر,Çıldır
چلدير,Çıldır
چليكانلو,Çelikanlı
چم,Çem
چم نيم,Çemnim
چماش,Çamaş
چمش مع بولمان,Çamaş maa Bolaman
چمشكزك,Çemişgezek
چمشكزك و پرتك و صغمان,Çemişgezek ve Pertek ve Sağman
چمن ايلى,Çimenili
چمن يكيجه سى,Çimenyenicesi
چمنلو,Çimenli
چنارطغان,Çınardoğan (?)
چنارلو دره سي,Çınarlı Deresi
چناره,Çınare
چناق قلعه سى,Çanakkalesi
چنداوغلى,Çendoğlu
چنق,Çanak
چنكانه,Çingane
چنكرلى,Çengerli
چنكل,Çengel
چه مى چه تو,Çemiçeto
چهار شنبه,Çarşamba
چهارشنبۀ لازقيه,Çarşamba-i Lazkiye
چهرين,Çehrin
چوباس,Cubas (Çubas)
چوراق,Çorak
چوراق دره,Çorakdere
چورغوه,Çurgoh
چورك,Çürük
چورك صو,Çürüksu
چوركصو,Çürüksu
چورلو,Çorlu
چورلى,Çorlu
چورم,Çorum
چورم كوردى,Çorumkürdü
چورمشك,Çörmüşek
چورملو و قره حصار,Çorum (Çorumlu) ve Karahisar
چوره كى,Çöreği
چوروخ,Çoruh
چوروك,Çürük
چوروم,Çorum
چوروم مع ساقز و قره حصارلئ تيمورلى و مهمادالسلام,Çorum maa Sakız ve Karahisarlı-i Timurlu ve Mihmadüsselam
چورويك,Çerovik
چورى,Çuri
چوريل,Çivril
چورگى,Çöreği
چوزدره سى,Cevizderesi
چوشلى,Çuşlu
چوكالى,Çokali
چوكه,Çöke
چولا,Çola
چوللى,Çullu
چولندر,Çulender
چوله,Çola
چوماق بازارى,Çomakpazarı
