osmanlica,transkripsiyon
مغاويز,Magaviz
مغرب,Mağrib
مغرب انس,Mağrib-i Anis
مغرب عنس,Mağrib-i Anis
مغربيه,Mağribiye
مغرس,Muarız
مغلاى,Maglay
مغله,Muğla
مغله بوزاويوك,Muğla Bozöyük
مغليج,Magliç
مغنيسا مع نواحى,Manisa maa Nevahi
مغنيسا و نواحى,Manisa ve Nevahi
مغوسه,Magosa
مغيس,Mığıs
مفحق,Mefhak
مفلقان,Meflakan
مقاريا,Makariya
مقاسب,Mekasib
مقاطره,Mekatire
مقبنه,Makbene
مقرا,Makra
مقره,Mıkra
مقرو,Makro
مقرونيزى,Mikronizi
مقرى,Makri
مقرى كوى,Makriköy
مقرينچه,Makriniçe
مقرييا,Makriya
مقصودلى,Maksudlu
مقلار,Maklar
مقلوب,Maklub
مقنوس,Mikonos
مقوا,Makava
مقورى,Makuri
مقورى عشيرتى,Makuri Aşireti
مقووه,Makova
مكاريك,Megarik
مكاسب,Mekasib
مكرم كومى,Mekrümgömü
مكرى,Mekri
مكرى مع سمادرك,Mekri maa Semadirek
مكرى مع فره جك,Mekri maa Ferecik
مكس,Müküs
مكلكين,Meğelgin
مكنوس,Mikonos
مكه مكرمه,Mekke-i Mükerreme
مكو,Makü
مكوا,Makova
مكور,Makur
مكوريچ,Megoriç
مكّۀ مكرّمه,Mekke-i Mükerreme
مكّۀمكرّمه,Mekke-i Mükerreme
مكۀ مكرمه,Mekke-i Mükerreme
ملا سليمان,Mollasüleyman
ملا طيه,Malatya
ملا فنارى,Mollafenari
ملا قاسم,Mollakasım
ملا كندى,Mollakendi
ملادا,Melada
ملاذكرد,Malazgird
ملاذكيرد,Malazgird
ملازكرد,Malazgird
ملازكيرد,Malazgird
ملازگرد,Malazgird
ملاشوه,Mileşeva
ملاطيه,Malatya
ملاطيه و كاحته و كركر,Malatya ve Kahta ve Gerger
ملاطيّه,Malatya
ملاقاس,Malakas
ملاقاص,Malakas
ملاقاصرۀ بالا,Malakasra-i Bala
ملاقاصرۀ زير,Malakasra-i Zir
ملاقص,Malakas
ملاوه,Milava
ملاير,Melayir
ملح,Milh
ملحان,Milhan
ملحه,Melha
ملشوحه,Felşöç (Melşoha (?))
ملشوه,Mileşeva
ملفان,Melefan
ملقره,Malkara
ملك ارسلانلو,Melikarslanlı
ملك شهسوار,Mülkşehsuvar
ملكشريف,Melikşerif
ملكوفچه,Melkofça
مللو,Milli
ملناس,Malnas
ملندز,Melendiz
ملنسه,Melense
مله كوبى,Melegöbü
ملوان,Milvan
ملوشوه و پودغرديه,Mileşeva (Miloşeva) ve Podgradya
ملون,Milvan
ملونيسى,Melonisi
ملويز,Maleviz
ملوچ,Moluç
مليانه,Milyana
مليج,Miliç
مليحه,Müleyha
مليذوني,Melizoni
مليك ارسلانلو,Melikarslanlı
ممالك,Memalik
ممالو,Mamalı
ممكان,Memikan
مملح,Memlah
مملحه,Memlaha
مملكتين,Memleketeyn
مناتس,Manates
مناتش,Menateş
مناحه,Menaha
منار,Minar
مناره لو,Minareli
مناس,Minas
مناستر,Manastır
مناستراكى,Manastıraki
مناستراكي,Manastıraki
مناصتر,Manastır
مناصف,Menasıf
مناغرى,Manağrı
منافوجه,Manafoça
منافوچه,Manafoça
مناوغات,Manavgat
منبج,Menbic
منبج تحتانى,Menbic-i Tahtani
منبج فوقانى,Menbic-i Fevkani
منبج و راوندان,Menbic ve Ravendan
منتشا,Menteşe
منتشه,Menteşe
منتفق,Müntefik
منتفك,Müntefik
منجره,Mincere
منجوان,Mincivan
منجيلق,Mancılık
مند خوره,Mendehora
منداليات,Mendelyat
منداوال,Mindaval
مندخوره و ناحيۀ كولده,Mendehora ve Nahiye-i Gölde
مندراكى,Mandıraki
مندرك,Mendirek
مندلى,Mendeli
مندليات,Mendelyat
مندمى,Mendemi
منده خوره,Mendehora
مندوال,Mindaval
منزله,Menzele
منشكوت,Menşkut
منشكوت و كيخ و زكتى,Menşkut ve Genç ve Zikti
منشورلى,Menşurlu
منشيه,Menşiye
منشيه مع ساحل,Menşiye maa Sahil
منشيه و ساحل,Menşiye ve Sahil
منصوران,Mansuran
منصورلى,Mansurlu
منصوره,Mansure
منصوره مع منية المزاح,Mansure maa Minyetülmizah
منصوريه,Mansuriye
منطاوال,Mindaval
منطوال,Mindaval
منغط,Mangıt
منفلوط مع سنبو,Menfelut maa Senbu
منقاليه,Mankalya
منكب,Mangub
منكسر,Mengeser
منكن,Mengen
منلا جمعه,Monlacuma
منلك,Menlik
منمن,Menemen
منمن بازارى,Menemenpazarı
منمن مع فوچه لر,Menemen maa Foçalar
منمنجى,Menemenci
منوشتور,Monoştor
منوغات,Manavgat
منوفاچ و ريزو,Manafoça (Monofaç) ve Rizo
منوفيه,Menufiye
منوفيّه,Menufiye
منياس,Manyas
منيطره,Munaytıra
منيقه,Müneyka
منگن,Mengen
مه ئيس,Meis
مه توحيا,Metohiya
مه سونيسى,Mesonisi
مه لامبس,Melambes
مه لت,Melet
مه له خا,Meleha
مه له دا,Melada
مه پاورى,Mapavri
مهاج,Mohaç
مهاج و شقلوش,Mohaç ve Şikloş
مهاجرين,Muhacirin
مهاجرين مسعوديه,Muhacirin-i Mesudiye
مهاچ,Mohaç
مهاچ و برنوار,Mohaç ve Berenvar
مهاچ و سكسار,Mohaç ve Seksar
مهدنيچ مع چرنچ,Mehedinç maa Çerneç
مهدينچ مع چرنچ,Mehedinç maa Çerneç
مهديه,Mehdiye
مهر وفا,Mihrivefa
مهرانرود,Mihranerud
مهرانه رود,Mihranerud
مهرانى,Mihrani
مهراني,Mihrani
مهرزي,Mehrazi
مهروان,Mihrivan
مهرود,Mehrud
مهلبيه,Mehlebiye
مهماد السلام,Mihmadüsselam
مهوميه,Mehomye
مواضع,Mevazi
مواضع حان,Mevazihan
مواضع خاتون,Mevazi-i Hatun
مواضع خان,Mevazihan
مواضع فراتيه,Mevazi-i Fıratiye
مواضعحان,Mevazihan
موت,Mut
موتون,Moton
موتيچنه,Motiçine
موجور,Mucur
موجي بابا,Muçibaba
موحسن,Muhasan
موخندى,Muhundu
مود مع سنانلى,Mut (Mud) maa Sinanlı
مود و سنانلو,Mut (Mud) ve Sinanlı
موداوه,Modava
مودرنى,Mudurnu
مودروس,Mudros
مودريچ,Modriç
مودنيچه,Modoniçe
مودوش,Modoş
مودونيچه,Modoniçe
مودونچه و ليواديه,Modoniçe ve Livadiye
مودوه,Modava
مودى,Modi
موديون,Modyon
مور طوغان,Mordoğan
موراق,Murak
موران,Muran
موراوا,Morava
موراوه,Morava
موراوه رودنيك,Morava-i Rudnik
موراوه مع پرشتنه,Morava maa Priştine
موراويچه,Moraviçe
موراوۀ بالا,Morava-i Bala
موراوۀ زير,Morava-i Zir
موراي صونباتهل,Mura-yı Sonbathel
مورت,Murt
مورتو,Murto
مورحوه,Morihova
مورسى,Murosi
مورش,Mureş
مورطنه,Murtana
مورغول,Murgul
مورق,Morak
مورنس,Murnis
موره,Mora
موره اداس,Mora Adası
موره لى,Moralı
موره وه رودنيك,Morava-i Rudnik
موروا,Morava
مورونك,Moronik
موروه,Morava
موروه رودنيك,Morava-i Rudnik
مورويك,Morovik
موروۀ رودنيك,Morava-i Rudnik
موريحوه,Morihova
موريخوه,Morihova
موريس,Moris
موريك,Mörik
موزرم,Hazrem (Müzrüm)
موزع,Muza
موس بكلو,Musabeyli
موسبكلو,Musabeyli
موستار,Mostar
موستار و ناحيۀ غبله,Mostar ve Nahiye-i Gabele
موسقو,Mosko
موسقونيسيا,Muskonisa
موسلاوينه,Moslavine
موسلو,Muslu
موسمارى,Musmari
موسى بكلو,Musabeyli
موسى بكلى,Musabeyli
موش مع موطلو و خيطه و ابتر,Muş maa Mutki (Mutlu) Hayta (?) ve Ester (?) (Ebter)
موشار,Muşar
موشتل,Moştel
موصتار,Mostar
موصل,Musul
موصل و نواحئ شيك و باجوان و بوط و مقلوب و كيگلان و قائدى و دنادى و مندان و حمام على,Musul maa nevahi-i Şiyik ve Bacıvan ve But ve Maklub ve Giglan ve Kaidi ve Dinadi ve Mindan ve Hammam-ı Ali
موصلق,Musluk
موصون,Musun
موط,Mut
موطكى,Mutki
موطمور,Mutmur
موطيچنه,Motiçine
موعلاب,Mulab (?)
موغله,Muğla
موقرى,Mokri
موقوف,Mevkuf
مولارى,Molari
مولسقه,Moloska
مولومولنچى,Molomolinçi
مولوه,Molova
موناستراكى,Monastraki
مونجوسون,Muncusun
موندروس,Mondros
موندوز,Mondoz
موندوس,Mundos
مونظور,Munzur
مونوشتور,Monoştor
مونى,Moni
موهى,Muhi
مويا,Muya
مويقواج,Moykovaç
موُرَه,Mora
موچى بابا,Muçibaba
ميا طاغى,Mayadağı
ميادين,Meyadin
ميان دواب,Miyanduab
ميانه,Miyane
ميتروپولى,Mitropoli
ميحاليج,Mihaliç
ميحاليج جق,Mihaliçcık
ميحايلوه,Mihaylova
ميحولچه,Miholiçe
ميخائل,Mihail
ميخال غازى,Mihalgazi
ميخالج جق,Mihaliçcık
ميخالججق,Mihaliçcık
ميخالجق,Mihaliçcık
ميخاليج,Mihaliç
ميخاليج جق,Mihaliçcık
ميخاليج چق,Mihaliçcık
ميخاليججق,Mihaliçcık
ميخاليجق,Mihaliçcık
ميخاليچ,Mihaliç
ميخاليچ مع سنجان,Mihaliç maa Sincan
ميخاليچ مع ناحيۀ سنجان,Mihaliç maa Nahiye-i Sincan
ميخاليچجق,Mihaliçcık
ميخالچجق,Mihaliçcık
ميخالچه,Mihalçe
ميخلو,Mihlo
ميد,Miyed
ميدان,Meydan
ميدلّلو,Midilli
ميدو,Mido
ميدى,Meydi
مير بدران (؟),Mirbedran (?)
مير حاجلق مصر,Mirhaclık-ı Mısır
مير حاجلك طرابلس غرب,Mirhaclık-ı Trablusgarb
مير حاجلك مصر,Mirhaclık-ı Mısır
مير على,Mirali
مير عليان,Miraliyan
مير ناصر زريقي,Mirnasır-ı Ziriki
مير يوسفى,Miryusufi
ميراباد,Mirabad
ميرار,Mirar
ميرانغو,Mirango
ميرتوس,Mirtos
ميرديته,Mirdita
ميرس,Mires
ميرسوله,Mirsula
ميرقود,Mirkud
ميرمنغا,Mirmanga
ميرِ محمدى,Mirmuhammedi
ميزاك,Mizak
ميزستره,Mizistre
ميس,Meis
ميسك,Misk
ميسكه,Miske
ميسورى,Misivri
ميشجواحيد,Mişecevahid
ميشه,Mişe
ميشه جواخيد,Mişecevahid
ميعار,Miar
ميقرو,Mikro
ميقروس,Mikros
ميقرى ايلى,Mıkriili
ميقنوس,Mikonos
ميقونوس,Mikonos
ميقۀ پرچ,Mika-i Perc
ميكائللو,Mikailli
ميكائللو عشيرتى,Mikailli Aşireti
ميكنوس,Mikonos
ميلاث,Milas
ميلاس,Milas
ميلاص,Milas
ميلاك,Milan
ميلان,Milan
ميلان عشيرتى,Milan Aşireti
ميلاوه,Milava
ميلاپوطم,Milopotam
ميلج مع فشه,Milic maa Fişe
ميللو,Milli
ميللى,Milli
ميلو,Milo
ميلوبولرمه,Milobolerme
ميلوپوطم,Milopotam
ميلى,Milli
مينا,Mina
ميناس,Minas
مينورقا,Minorka
مينورقه,Minorka
مينيه,Minye
ميهاج وشقلوش,Mohaç (Mihaç) ve Şikloş
ميِسْ,Meis
مَازكرد,Mazgird
مَاغُوسَه,Magosa
مَرج مع شوبرةِ شِهاب,Merc maa Şubreti Şihab
مَركَوَرْ,Mergevar
مَرْمَرِيس,Marmaris
مَسَارْيَه,Mesarya
مَطَرْ,Matar
مَكّۀ مُكرّمه,Mekke-i Mükerreme
مَكّۀ مُكرّمَه,Mekke-i Mükerreme
مَليج مع فَشَه,Milic (Melic) maa Fişe
مَلْحه,Melha
مَلْوى مع آشْمُونين,Melva maa Aşmunin
مَلْوَى مع آشمونين,Melva maa Aşmunin
مَنُوفِيّه,Menufiye
مَنْدَلى,Mendeli
مَنْزَله,Menzele
مَنْزَلَه,Menzele
مَنْشِيّه مع ساحل,Menşiye maa Sahil
مَنْصُوره,Mansure
مَنْفَلُوط مع سَنْبُو,Menfelut maa Senbu
مَنْفَلُوطْ مع سَنْبُو,Menfelut maa Senbu
مَنْقَالْيَه,Mankalya
مُخا,Muha
مُرْسقُولي,Mürskulu
مُسَلّطه,Musallata
مُسَيّبْ,Müseyyib
مُنَيْقَه,Müneyka
مُوصُل,Musul
مِدِلّلوُ,Midilli
مِصْرَاطَه,Mısrata
مِنيه,Minye
مِنْيَه,Minye
مِهرانى,Mihrani
مِهراني,Mihrani
مِيت قَمَر,Mitkamer
مپا ورى,Mapavri
مپاورى,Mapavri
مچار سودين,Macar Svodin
مچحانوس,Maçhanos
مچوه,Meçova
مچوه و نواحئ ملاقاص و قورندوس و آطه و چرقويشته و زاغور,Meçova ve Nevahi-i Malakas ve Korindos ve Ada ve Çerkovişte ve Zagor
مژاكه,Mujake
مژاكيه,Mujake
مژي بوژى,Mejiboji
ن واحئ فَيُّوم,Nevahi-i Feyyum
نا صريه,Nasıriye
ناؤسا,Nausa
نائب,Naib
نائبلو,Naibli
نائبلو مع سيس اورته,Naibli maa Sisorta
نائبلى,Naibli
ناباجر,Nabacir
نابلس,Nablus
نابلس مع جنين,Nablus maa Cenin
نابلس و صفد,Nablus ve Safed
نابلوس,Nablus
نابيوه فرور,Nabyuh Ferur
ناتا,Nata
ناتيه,Natiye
ناجه,Nace
ناحه لك,Nahalek
ناحيۀ جاموستل مع بولانق و شكر اوبه سى,Camustil maa Bulanık ve Şekerobası
ناحيۀ زير و بالا و عشيرت حجيانلو انقره,Nahiye-i Zir ve Bala ve Aşiret-i Hacıyanlı-i Ankara
ناحيۀ قير,Kırnahiyesi
ناحيۀ وادى,Nahiye-i Vadi
ناخزير,Nahzır
ناداودوار,Nadavdavar
نادر,Nadir
نادرلو,Nadirli
نادره,Nadire
نادين,Nadin
نار,Nar
نارده,Narda
نارده دكزي,Narda Denizi
نارده مع حواص عايشه سلطان,Narda maa Havass-ı Ayşe Sultan
نارده مع نواحى,Narda maa Nevahi
نارهد,Narhid
نارهيد,Narhid
ناريك,Narik
نازك,Nazik
نازللى,Nazilli
نازللى قيوجق,Nazilli Kuyucak
نازلو,Nazilli
نازيللى,Nazilli
نازيلى,Nazilli
ناسلج,Nasliç
ناسليج,Nasliç
ناسليچ,Nasliç
ناشجقى,Naşicka
ناشچقه مع ازغون,Naşicka (Naşiçka) maa Izgon
ناصره,Nasıra
ناصره و شفاعمر,Nasıra ve Şifaamr
ناصرى,Nasıra
ناطه,Nata
ناغلو,Nağlu
ناقسو,Nakso
ناقشه,Nakşa
ناك اروس فالو,Nagiorosfalu
ناك اوروس فالو,Nagiorosfalu
ناك باطور,Nagibator
ناك حارشان,Nagiharşan
ناك شارلو,Nagişarlo
ناك طاليه,Nagitalya
ناك طوبوجان,Nagitopocan
ناك طوبوچان,Nagitopoçan
ناك طورنه,Nagiturna
ناك فالوه,Nagifalva
ناك قارول حايدوساق,Nagikarol-i Haydusak
ناك قالوه,Nagikallova
ناك ماكوق,Nagimagok
ناك هداش,Nagihedaş
ناك هيچ,Nagihiç
ناك وك,Nagivek
نالكز,Nalgez
ناللى باللى مع دونكسه آباد,İnallıballı (Nallıballı) maa Dönekseabad
نالوت,Nalut
نامان,Naman
نامرون,Namrun
ناناس,Nanas
ناوسه,Navise
ناڭ شارلو,Nagişarlo
نبروه,Neberuh
نبك,Nebek
نتره,Nitra
نجد,Necid
نجد الدار,Necdüddar
نجد عربانى,Necid Urbanı
نجران,Necran
نجف,Necef
نجواى,Necvay
نجوى,Necvay
نحجوان,Nahcıvan
نحودلى,Nohudlu
نخاح,Nihah
نخل,Nahl
نخلين,Nahleyn
نخيله,Nahile
نداژد,Nadajd
نرا,Nera
نرادين,Neradin
نرتوه,Neretva
نرتوه مع قونيچه,Neretva maa Koniçe
نركس,Nergis
نركله,Nergele
نركه له,Nergele
نره,Nera
نرونيسى,Neronisi
نروه,Nirve
نريب,Nerib
نريمان,Neriman
نزار,Nizar
نزب,Nizib
نزكيب,Nezgib
نزيب,Nizib
نس قوچانه,Koçana merkez
نسترام,Nestram
نسى پوله,Nisipole
نش,Niş
نشاوه,Nişava
نشنود,Neşnud
نشنوط,Neşnud
نشوه,Neşve
نصارا,Nasara
نصايبين,Nusaybin
نصبين,Nusaybin
نصرت كرمان,Nusretkirman
نصرتيه,Nusretiye
نصيب,Nasib
نصيبن,Nusaybin
نصيبين,Nusaybin
نصيرالدين بجاغى,Nasırüddinbucağı
نعلبند,Nalband
نعللو,Nallı
نعللو خان,Nallıhan
نعللوخان,Nallıhan
نعلين,Nilin
نعم,Neam
نعمان,Numan
نعمانيه,Numaniye
نعمت باقه ناكه,Nimet Bananagi
نعمت بانه ناكه,Nimet Bananagi
نعمت سودين,Nimet Svodin
نغره,Nağra
نغروپونته,Neğroponte
نغوقاز,Nigokaz
نفس آطنه,Adana merkez
نفس آقحصار,Akhisar merkez
نفس آقسكى,Akseki merkez
نفس آقشهر,Akşehir merkez
نفس آلاشهر,Alaşehir merkez
نفس آماسيه,Amasya merkez
نفس آنامور,Anamur merkez
نفس آنس,Anis merkez
نفس آنطاليه,Antalya merkez
نفس آيدين,Aydın merkez
نفس ابها,Abha merkez
نفس ابو عريش,Ebuariş merkez
نفس اجه آباد,Eceabad merkez
نفس اخلاط,Ahlat merkez
نفس اخى چلبي,Ahiçelebi merkez
نفس ادرميد,Edremid merkez
نفس ادرنه,Edirne merkez
نفس ادنه,Adana merkez
نفس اذميد,İzmid merkez
نفس اذينه,Ezine merkez
نفس اردك,Erdek merkez
نفس ارزنجان,Erzincan merkez
نفس ارض روم,Erzurum merkez
نفس ارضروم,Erzurum merkez
نفس ارغنى,Ergani merkez
نفس ارغنى معدنى,Erganimadeni merkez
نفس اركلى,Ereğli merkez
نفس ارمناك,Ermenek merkez
نفس اروه,Eruh merkez
نفس ازميد,İzmid merkez
نفس ازمير,İzmir merkez
نفس استاروه,İstarova merkez
نفس استانكوى,İstanköy merkez
نفس استانوس,İstanos merkez
نفس استرميچه,İstirmiçe merkez
نفس اسفاكيه,İsfakiye
نفس اسقلا,Iskala merkez
نفس اسكوب,Üsküb merkez
نفس اسكى زغره,Zağra-i Atik (Eskizağra) merkez
نفس اسكيشهر,Eskişehir merkez
نفس اسكچه,İskeçe merkez
نفس اسلميه,İslimye merkez
نفس اسپارطه,Isparta merkez
نفس اسپر,İspir merkez
نفس اشتيب,İştib merkez
نفس اشقودره,İşkodra merkez
نفس اشمه,Eşme merkez
نفس اطرانوس,Atranos merkez
نفس اطنه,Adana merkez
نفس اكردير,Eğirdir merkez
نفس اكرى,Eğri merkez
نفس اكرى دره,Eğridere merkez
نفس اكيل,Eğil merkez
نفس الاصونيه,Alasonya merkez
نفس الشكرد,Eleşkird merkez
نفس المالو,Elmalı merkez
نفس الوجره,Alucra merkez
نفس اماسيه,Amasya merkez
نفس انجيرلى,İncirli merkez
نفس انطاليه,Antalya merkez
نفس انقره,Ankara merkez
نفس اوخرى,Ohri merkez
نفس اوده مش,Ödemiş merkez
نفس اوردى,Ordu merkez
نفس اورفه,Ruha (Urfa) merkez
نفس اوسك,Ösek merkez
نفس اينه بولى,İnebolu merkez
نفس ايپك,İpek merkez
نفس باب,Bab merkez
نفس باجل,Bacil merkez
نفس بارطين,Bartın merkez
نفس بازيان,Bazyan merkez
نفس باطوم,Batum merkez
نفس باليكسر,Balıkesri (Balıkesir) merkez
نفس باليكسرى,Balıkesri merkez
نفس بايبورد,Bayburd merkez
نفس بايزيد,Bayezid merkez
نفس بتليس,Bitlis merkez
نفس برات,Berat merkez
نفس برغمه,Bergama merkez
نفس بروسه,Bursa merkez
نفس بصره,Basra merkez
نفس بغداد,Bağdad merkez
نفس بكشهرى,Beyşehri merkez
نفس بلغراد انكروس,Belgrad-ı Üngürüs merkez
نفس بنا لوقه,Banaluka merkez
نفس بنغازى,Bingazi merkez
نفس بنى صعب,Benisaab merkez
نفس بوبوجي,Popovci merkez
نفس بوردور,Burdur merkez
نفس بورغاس,Burgas merkez
نفس بوزطغان,Bozdoğan merkez
نفس بوزقير,Bozkır merkez
نفس بوسنه,Bosna merkez
نفس بولدان,Buldan merkez
نفس بولى,Bolu merkez
نفس بوى آباد,Boyabad merkez
نفس بيروت,Beyrut merkez
نفس بيغا,Biga merkez
نفس بيله جك,Bilecik merkez
نفس تراونيك,Travnik merkez
