osmanlica,transkripsiyon
قره يكيد,Karayiğid
قره يكيدلى,Karayiğid/Karayiğidli
قره يكيت,Karayiğid/Karayiğit
قره يوك,Karayün
كا راز,Karaz
قربانس,Karbanis
قربيه,Karbiye
قارپيه,Karbiye/Karpiye
قارچقان,Karçikan
كارجكان,Karçikan
كارجقان,Karçikan
كارچكان,Karçikan
قارچيكان,Karçikan
قارچكان,Karçikan
قارچكان,Karçikan
كرچكان,Karçikan
قارجكان,Karçikan
قارجغان,Karçikan/Karcigan
قرداحه,Kardaha
قرداحه و سمت قبلى و بني على,Kardaha ve Semt-i Kıbli ve Beniali
قارداميله,Kardamile
قارده ميله,Kardamile
قرداميله,Kardamile
قرداشلر,Kardaşlar
قردشلر اطه لرى,Kardaşlar Adaları
قرداشلر اطه لرى,Kardaşlar Adaları
آدلفى,Kardaşlar/Adelfi
ايكي قرداش,Kardaşlar/İkikardeş
ايكى قرداش,Kardaşlar/İkikardeş
ايكي قرنداش,Kardaşlar/İkikarındaş
اونيا,Kardaşlar/Uniya
اونيو اطه لرى,Kardaşlar/Uniyo Adaları
اونيو آطه لرى,Kardaşlar/Uniyo Adaları
يونيه,Kardaşlar/Yuniya
يونيانيسى اطه جقلرى,Kardaşlar/Yuniyanis Adacıkları
قارديج,Kardiç
قارديچ,Kardiç
قارديچه,Kardiçe
قرديچه,Kardiçe
غارديچه,Kardiçe/Gardiçe
قارتيچه,Kardiçe/Kartiçe
قارتيجه,Kardiçe/Kartiçe
قارديوتيرا,Kardiyotira
قارديانه,Kardiyotira/Kardiyana
قاردييانيسا,Kardiyotira/Kardiyanisya
قاردونيسا,Kardiyotira/Kardonisa
پانايا,Kardiyotira/Panaya
قره سى,Karesi
قره سى,Karesi
قره سي,Karesi
با ليكسر,Karesi/Balıkesir
قره سى,Karesi/Balıkesri
باليكسرى,Karesi/Balıkesri
قراسى,Karesi/Karasi
پياده كان قره سى,Karesi/Piyadegan-ı Karesi
پياده كان قره سي,Karesi/Piyadegan-ı Karesi
قارغان,Kargan
قارغى,Kargı
قارغو,Kargı/Kargu
قارغولق,Kargılık
قارغوليق,Kargılık
قارقلق,Kargılık/Karkılık
قارغين,Kargın
قارقين,Kargın/Karkın
قاريجق,Karıcık
قريقلى,Karıklı (?)
قاريم,Karım
قاريمش,Karımış
قرى بازارى,Karıpazarı
قارى بازارى,Karıpazarı
قارى پازارى,Karıpazarı
قارى بازارى مع نعللو,Karıpazarı maa Nallı
قره بازارى,Karıpazarı/Karabazarı
قره پازار,Karıpazarı/Karapazar
قره بازار,Karıpazarı/Karapazar
اورته,Karıpazarı/Orta
اورتا,Karıpazarı/Orta
قارشديران,Karışdıran
قرشدران كبير,Karışdıran/Karışdıran-ı Kebir
قرى يايا,Karıyaya
على الدين,Karıyaya/Aliyyüddin
جرى يايا,Karıyaya/Çeriyaya
قره يايا,Karıyaya/Karayaya
قارين,Karin
قلعۀ قارين,Karin/Kale-i Karin
واروش قارين,Karin/Varoş-ı Karin
قرينا,Karina (?)
قرين آباد,Karinabad
قرين اباد,Karinabad
قرن آباد,Karinabad
قرين آباد مع  يانبولى,Karinabad maa Yanbolu
قرين اواسى,Karinabad/Karinovası
قرين اوه سى,Karinabad/Karinovası
كارير,Karir
قارتنه,Karitena
قاريتنه,Karitena
قرتنه,Karitena
قريذي,Karizi
قارقار,Karkar
كاركار,Karkar
كروكار,Karkar/Gerukar
قارلى,Karlı
قارلي ايلى,Karlıili
قارلى ايلى,Karlıili
قارلي ايلي,Karlıili
قارلىِ ايلىِ,Karlıili
قارلى,Karlıili/Karlı
قارلوفچه,Karlofça
قارلوچه,Karlofça/Karlovça
قارلوه,Karlova
قارمارى,Karmarı
قرن,Karn
قرنين,Karneyn
جرمين,Karneyn/Cermeyn
كرتن,Karneyn/Kerten
قاروس,Karos
قارو,Karos/Karo
قاروز,Karos/Karoz
كيرو,Karos/Kiro
كيروس,Karos/Kiros
قرپاس,Karpas
قرباس,Karpas
قارباس,Karpas
قارپاص,Karpas
قارپاس,Karpas
جرباس,Karpas/Carpas
حرپاس,Karpas/Harpas
قرپاش,Karpas/Karpaş
قرباش,Karpas/Karpaş
قرپاز,Karpas/Karpaz
قارپاز,Karpas/Karpaz
قارپوزلى,Karpuzlu
قارپوزلو,Karpuzlu
قاربوزلى,Karpuzlu
قارپوزى,Karpuzlu/Karpuzi
قارص,Kars
قرص ارضروم,Kars-ı Erzurum/Kars
قارص مرعش,Kars-ı Maraş
قارص مع اندرين,Kars-ı Maraş (Kars) maa Andırın
قارص مع اندرين و ناحيۀ گوكسون,Kars-ı Maraş (Kars) maa Andırın ve Nahiye-i Göksun
قارص,Kars-ı Maraş (Kars)/Karamanlıyakası
ذوالقدريه,Kars-ı Maraş (Kars)/Zülkadriye
قره مانلو يقاسى,Kars-ı Maraş/Karamanlıyakası
قارص,Kars-ı Maraş/Kars
قارص ذولقدريه,Kars-ı Maraş/Kars-ı Zülkadriye
قارص,Kars-ı Maraş/Kars-ı Zülkadriye
قارص ذو القدريّه,Kars-ı Maraş/Kars-ı Zülkadriye
قارص ذو القدريه,Kars-ı Maraş/Kars-ı Zülkadriye
ذوالقدريه,Kars-ı Maraş/Zülkadriye
ذوالقدريّه,Kars-ı Maraş/Zülkadriye
قارصيندى,Karsandı
قارصندى,Karsandı
قارصدى,Karsandı/Karsadı
قارشلى,Karşılı
قارشيلى,Karşılı
قارشلئ كبير,Karşılı-i Kebir
قارشولئ صغير,Karşılı-i Sagir
قرتال,Kartal
قارتال,Kartal
قرتال مع اطه لر,Kartal maa Adalar
قارتل مع آيدوس,Kartal maa Aydos
قارتال مع آيدوس,Kartal maa Aydos
قارتاس,Kartas
قارته لى,Karteli
كارتيل,Kartil
قارطوز مع كسمه,Kartoz maa Kesme
كارو,Karu
قارو,Karu
قاروونا,Karvuna
قاريالى,Karyalı
قاريه پولى,Karyapoli
قاريس,Karyes
قريتين,Karyeteyn
قاريتين,Karyeteyn
قاريوط,Karyot
قريوط,Karyot
قاريوط,Karyot
ايقاريوط,Karyot (İkaryot)/Ahikerye
اِيقارْيوط,Karyot (İkaryot)/Ahikerye
ايقايوط,Karyot (İkayot)/Ahikerye
نيقاريا,Karyot (Nikarya)/İkarya
اخى كرى,Karyot/Ahikeri
اخكرى,Karyot/Ahikeri
احى كرى,Karyot/Ahikeri
آخى كرى,Karyot/Ahikeri
اخي كريه,Karyot/Ahikerye
اخى كريه,Karyot/Ahikerye
اهي كريه,Karyot/Ahikerye
جزيرۀ قاريوط,Karyot/Cezire-i Karyot
ايقاريا,Karyot/İkarya
نيقارى,Karyot/Nikari
نيقاريا,Karyot/Nikarya
قاريوط,Karyot/Nikarya
قصاب,Kasab
قصبه,Kasaba
قصبه,Kasaba (Berda)
قاسم اوغلى,Kasımoğlu
قاسيدى,Kasidi
قاسونيزى,Kasonizi
پراصو,Kasonizi/Praso
قسبروفچه,Kasperofça
نفس قسبروفچه,Kasperofça merkez
قصر عنتر (؟),Kasr-ı Anter (?)
قصر شيرين,Kasr-ı Şirin
قسطمونى,Kastamonu
قسطموني,Kastamonu
قَسْطمُونى,Kastamonu
قسطموني,Kastamonu
قسطمونى مع ناحيۀ آق قيا,Kastamonu maa Nahiye-i Akkaya
قسطمونى مع نواحى,Kastamonu maa Nevahi
نفس قسطمونى,Kastamonu merkez
قسطمنو و كول,Kastamonu ve Göl
قستان,Kastan
قستل,Kastel
قَسْتَلْ,Kastel
قسطل,Kastel
قستل بحريه,Kastel-i Bahriye
قستل افرنج,Kastel-i Efrenç
قستللوز,Kastelloz
قصطراط,Kastırat
قاستوس,Kastos
قاستو,Kastos/Kasto
قاسترسيانقه,Kastrisyanika
قاسرسياقه,Kastrisyanika/Kasrisyaka
قاسترو,Kastro
قاش,Kaş
قاش,Kaş
قاش,Kaş
قاش مع عشائر,Kaş maa Aşair
قشاقلو,Kaşaklı
قشاقلى,Kaşaklı
قاشقلى,Kaşaklı
يكيشهر,Kaşaklı/Yenişar (Yenişehir)
قشاقلو,Kaşaklı/Yenişar (Yenişehir)
كاشعت,Kaşat (?)
قاشيك,Kaşik
قاشنيت,Kaşnit
قاشوط,Kaşot
قشوط,Kaşot
قاشوت,Kaşot
قاشوط,Kaşot
قاشوط,Kaşot
جزيرۀ قاشيوط,Kaşot/Cezire-i Kaşyot
چوبان,Kaşot/Çoban
چوبانلى,Kaşot/Çobanlı
چوبانلق,Kaşot/Çobanlık
قاشوط,Kaşot/Hububat
قاسو,Kaşot/Kaso
قاصو,Kaşot/Kaso
قاسسو,Kaşot/Kasso
قاشيوط,Kaşot/Kaşyot
پالاتى,Kaşot/Palati
قاش يكيجه,Kaşyenice
قعطبه,Kataba
قطافيه,Katafiye
قطنا,Katana
قطنا,Katana
قطر,Katar
قطر,Katar
قطرسراى,Katarsaray
قطار,Katarsaray/Katar
قاتاوولو,Katavolo
قاطاويا,Katavya
قاطاويه,Katavya
قترين,Katerin
قترين,Katerin
قَتَرِينْ مع بلاطمنه,Katerin maa Platimana
قترين مع پلاطمنه,Katerin maa Platimana
قترين مع بلاطمنه,Katerin maa Platimana
قترينا,Katerin/Katerina
قترينه,Katerine
قاطع,Katı
قاطع بيت الشباب و قاطع بَكْفِيَه,Katı-ı Beytişşebab ve Katı-ı Bekfiye
قتيف,Katif
قطيف,Katif
قاتوخى,Katohi
قاتوخوريو,Katohoryo
قاتوقفونيزى,Katokufonizi
غوفونيزه,Katokufonizi/Gofonize
قاتوش,Katoş
قاترامونيزى,Katramonizi
قامبو اطه لرى,Katramonizi/Kambo Adaları
قطران,Katran
قطرانجى آطه لرى,Katrancı Adaları
قطرانچه,Katraniçe
قاترو,Katro
قاترو,Katro/Kitro
قطرون,Katrun
نطرون,Katrun/Natrun
قاتومه,Katuma
قاطيه,Katya
قواق,Kavak
قواقلى,Kavaklı
قواقلى دره,Kavaklıdere
قواله,Kavala
قوالَه,Kavala
قواله مع بركتلو,Kavala maa Bereketli
قواله مع  بركتلو,Kavala maa Bereketli
قواله مع بركتلو,Kavala maa Bereketlü
قلعۀ قواله,Kavala/Kale-i Kavala
قاولير,Kavaliyer
قوالوس,Kavalos
قاوالوس,Kavalos
قوال,Kavalos/Kaval
قواله اطه لرى,Kavalos/Kavala Adaları
قوالو اطه لرى,Kavalos/Kavalo Adaları
قوارنه,Kavarna
قوايه,Kavaya
قوايا,Kavaya
قوايه مع ديراج,Kavaya maa Draç
قرايه,Kavaya/Kraya
قاورلوى,Kaverluy
كاويللو مع باركلو,Kavilli maa Barikli
كاويللو,Kavilli/Kavillü
قوارونيسى اطه لرى,Kavoronisi Adaları
قيا,Kaya
قياجق,Kayacık
قياجوق,Kayacık
قيه جق,Kayacık
قيالر,Kayalar
جمعه,Kayalar (Cuma)/Serfiçe Cuması
نفس جمعه,Kayalar merkez/Cuma merkez
قيالر,Kayalar/Cuma
جمعه,Kayalar/Cuma
جمعه بازارى,Kayalar/Cumapazarı
جمعه پازارى,Kayalar/Cumapazarı
قياپا,Kayapa
قايدارى,Kaydari
اشك,Kaydari/Eşek
اشك اطه لرى,Kaydari/Eşek Adaları
غايذارونيسى,Kaydari/Gayzaronisi
قايدارونيزى,Kaydaronizi
اشك,Kaydaronizi/Eşek
پرونقال,Kaydaronizi/Pronkal
قايدرونيزون,Kaydaronizon
غرادو,Kaydaronizon/Grado
قيغولي,Kaygılı
قيغولى,Kaygılı
قايغولي,Kaygılı
قيى,Kayı
قايى,Kayı
قاييلر و فناريس,Kayılar ve Fenaris
قيماس,Kaymas
ارمان,Kaymas/Araman
ارامان,Kaymas/Araman
قيناق,Kaynak
قينار,Kaynar
قينارجه,Kaynarca
قيپاق,Kaypak
قيران,Kayran
قران,Kayran/Kıran
قيروان,Kayravan
قَيْرَوان,Kayravan
آفرقيه,Kayravan/Afrikıye
قيساريه,Kaysariye
قيصرى,Kayseri
نفس قيصريه,Kayseri (Kayseriye) merkez
قيصريه,Kayseri/Kayseriye
قيصريّه,Kayseri/Kayseriye
قيصريّه,Kayseri/Kayseriyye
قيصريه,Kayseri/Kayseriyye
قيطع,Kayta
قاز,Kaz
قاز,Kaz
ايدا,Kaz/İda
قضاء ثلثه,Kaza-i Selase
قازاباد,Kazabad
قازآباد,Kazabad
قازاباد مع عشائر,Kazabad maa Aşair
قزاق,Kazak
قزاق ولايتي,Kazak Vilayeti
قضالي,Kazalı (?)
قزان,Kazan
قزغان,Kazan/Kazgan
قَزْغانْ,Kazan/Kazgan
قزانجق,Kazancık
قزانيه,Kazaniye
قازانلى,Kazanlı
قاز طاغى اردى,Kazdağıardı
قازيقلى,Kazıklı
كاظميه,Kazımiye
كاظميه و جواديه,Kazımiye ve Cevadiye
قازلى كول,Kazlıgöl
كه آ,Kea
كوئوس,Kea/Keos
مرتاد,Kea/Mürtad
مورتد,Kea/Mürted
مرتد,Kea/Mürted
مرتاد,Kea/Mürted
مرتد اطه لرى,Kea/Mürted Adaları
زه عا,Kea/Zea
زئا,Kea/Zea
زيه,Kea/Zeye
كبان,Keban
كبان معادن همايون,Keban Maadin-i Hümayunu
كبان معدنى,Keban/Kebanmadeni
معدن,Keban/Maden
معدن قضاء كبان,Keban/Maden-i Kaza-i Keban
معدن كبان,Keban/Maden-i Keban
كبه لى,Kebeli
كبشه,Kebişe
كبسيل,Kebsil
كبسل,Kebsil
كستل,Kebsil/Kestel
كچى,Keçi
كجى,Keçi
قپارى,Keçi/Kappari
قاپارى,Keçi/Kappari
قبارقونيس,Keçi/Kapparkonis
قبارونيس,Keçi/Kapparonis
قپارونيسى,Keçi/Kapparonisi
پاشا,Keçi/Paşa
پسه ريمو,Keçi/Pserimo
كچى بورلى,Keçiborlu
كچيبورلى,Keçiborlu
كچى بورلو,Keçiborlu
كجى بورلي,Keçiborlu
كجيى بورلى,Keçiborlu
كجيبورلى,Keçiborlu
كچى بورلى و حويران,Keçiborlu ve Hoyran
كجى بورلى,Keçiborlu/Keciborlu
كيچى بورلو,Keçiborlu/Kiçiborlu
كيجى بورلى,Keçiborlu/Kiçiborlu
كيچى بورلى,Keçiborlu/Kiçiborlu
كچيك,Keçik
كجيلر اسكله سى,Keçileriskelesi
كچكمت,Keçkemet
كچكمت,Keçkemet
كچكمت,Keçkemet
كچكمد,Keçkemet/Keçkemed
كچكمك,Keçkemet/Keçkemek
كچمك,Keçkemet/Keçmek
كچكميت,Keçkemit/Keçkemet
كدرپت,Kederpit
كدربيت,Kederpit/Kederbit
كه دورونيزى,Kedoronizi
اشك اطه لرى,Kedoronizi/Eşek Adaları
كف,Kef
كف,Kef
كاف مع عمدون و مكنه و سنان و تستور و طبرسوق,Kef (Kaf) maa Amdun ve Mikne ve Sinan ve Testur ve Tabersuk
كَاف مع عَمْدُونْ و مِكْنَه و سِنَانْ و تَسْتُورْ و طَبَرْسُوق,Kef (Kaf) maa Amdun ve Mikne ve Sinan ve Testur ve Tabersuk
كاف مع عَمْدُونْ و مِكْنَه و سِنانْ و تَسْتُور و طَبَرْسُوقْ,Kef (Kaf) maa Amdun ve Mikne ve Sinan ve Testur ve Tabersuk
كفالو,Kefalo
كفاله,Kefalo/Kefala
كفالونيا,Kefalonya
كفالونيه,Kefalonya
كفالنيه,Kefalonya
كفالونيا,Kefalonya
كفالنوز,Kefalonya/Kefalonoz
كفالوس,Kefalos
قلعۀ كفالوس,Kefalos/Kale-i Kefalos
كفارات,Kefarat
الكفارات,Kefarat/el-Kefarat
كفه,Kefe
كَفَه,Kefe
كفه,Kefe
كفه قصبه سى,Kefekasabası
كفرديز,Keferdiz
كفرطاب,Kefertab
كفرطاب,Kefertab
كَفِرطاب,Kefertab/Kefirtab
كفكن,Kefken
كوكن,Kefken/Kevgen
كفوزى,Kefozi
كفراور,Kefraver
كفرة حاريم,Kefreteharim
كفر تحارم,Kefreteharim
كفر كنه,Kefrkenne
طوى,Kefrkenne/Toy
كفر نجم,Kefrnecm
كفرِ نجم,Kefrnecm
كهابر,Kehabir
كهف,Kehf
كهرام,Kehram
كهريز,Kehriz
كهروز,Kehruz
ككه برد,Kekeberd
كه قووا,Kekova
ككوه,Kekova
كلالون,Kelalun
كلانه ارزان,Kelane-i Erzan
كلاش,Kelaş
كلاش و الان,Kelaş ve Alan
كلاس الاني,Kelaş ve Alan/Kelas Alanı
كلّ ش و آلان,Kelaş ve Alan/Kellas ve Alan
كلاش ديكر,Kelaş-ı diğer
كلاس,Kelaş/Kelas
كلفا,Kelefa
قلعۀ كلفار,Kelefa/Kale-i Kelefar
قلعۀ كلنار,Kelefa/Kale-i Kelenar
كلمريه,Kelemerye
گلمريه,Kelemerye
گلمريه,Kelemerye/Gelemerye
كلميه,Kelemiye
كله موس,Kelemus
كله ريچ,Keleriç
كلريچ,Keleriç
كلاس,Keles
كللاس,Keles
كلس,Keles
كلاس,Keles
گلاس,Keles/Gelas
كليس,Keles/Kelis
كيلاس,Keles/Kilas
كراز,Keles/Kiraz
كه له وينى,Kelevini
كلوينى,Kelevini
کليبر,Keleyber/Keliber
كلفو,Kelifo
چچك,Kelifo/Çiçek
اشك,Kelifo/Eşek
كسندره,Kelifo/Kesendire
كلغره,Keligra
كلكيد,Kelkid
كلكيت,Kelkid (Kelkit)/Çiftlik
كلكيد وصداق,Kelkid ve Sadak
چفتلك,Kelkid/Çiftlik
كلكيد,Kelkid/Çiftlik
چفتلك,Kelkid/Çiftlik
كلكيت,Kelkid/Kelkit
كماخ,Kemah
كماح,Kemah
كماخ,Kemah
كماح مع  قورى چاى وكرجانس,Kemah maa Kuruçay ve Gercanis
نفس كماخ,Kemah merkez
نفس كماح,Kemah merkez
كماح وقورى چاى,Kemah ve Kuruçay
كماح و قورى جاى و كرجانس,Kemah ve Kuruçay ve Gercanis
كماللر,Kemaller
كماللى,Kemalli
كمال پاشا,Kemalpaşa
كمندوار,Kemendvar
كمر,Kemer
كمر حميد,Kemer-i Hamid
كمرحميد,Kemer-i Hamid
كمر مع  كولحصار,Kemer-i Hamid (Kemer) maa Gölhisar
كمر,Kemer-i Hamid/Kemer
كمره,Kemere
كمره كوره كوز,Kemere/Kemere Kuregüz
كمره كره كوز,Kemere/Kemere Kuregüz
كمحيص,Kemhıs
كن,Ken
كنار اب طونه,Kenar-ı Ab-ı Tuna
كنار ارماق,Kenar-ı Irmak
كناربل,Kenarbel
كناربيل,Kenarbel
كندوان,Kenduvan
كنكان,Kenekan
كنشت,Keneşt
كنه ز,Kenez
كنغرى,Kengırı
كانغرى,Kengırı
نفس كنقرى,Kengırı (Kenkırı) merkez
كانغرى مع قره جه ويران,Kengırı maa Karacaviran
كنغرى مع قره جه ويران,Kengırı maa Karacaviran
نفس كنغرى,Kengırı merkez
چان قيرى,Kengırı/Çankırı
كانغرى,Kengırı/Kangırı
كانقري,Kengırı/Kankırı
كانقرى,Kengırı/Kankırı
كانغرى,Kengırı/Kankırı
كنقرى,Kengırı/Kenkırı
كنرش,Kenireş
كنيز,Keniz
كَنِيزْ,Keniz/Geniz
كنوريو,Kenoryo
كينوريه,Kenoryo
كنوريو مع پيريوتيچه,Kenoryo maa Piryotiçe
كنوريو و پريوتيچه,Kenoryo ve Piryotiçe
كنوريو و پيريوتيچه,Kenoryo ve Piryotiçe
جزيرۀ كنوريو,Kenoryo/Cezire-i Kenoryo
قستل كنوريه,Kenoryo/Kastel-i Kenorye
قستل كنوريو,Kenoryo/Kastel-i Kenoryo
كنوره,Kenoryo/Kenora
كنوريه,Kenoryo/Kenorye
متره پولى,Kenoryo/Mitrepoli
كنوريو,Kenoryo/Mitropoli
كَنورْيو,Kenoryo/Mitropoli
كنزين,Kenzin
كپسود,Kepsud
كبسود,Kepsud
كبسود مع بلاط,Kepsud (Kebsud) maa Balat
كپسوط مع قصبۀ بلاط,Kepsud (Kepsut) maa Kasaba-i Balat
كبسود مع بلاط,Kepsud maa Balat
كبسود,Kepsud/Kebsud
كرفتو,Keraftu
كرفتو و كوره قلا,Keraftu ve Gürekale
كرامڭا,Keramena
كرامكا,Keramena
كرر,Kerar
كرار,Kerar
كربلا,Kerbela
نفس كربلا,Kerbela merkez
كربلا و نجف,Kerbela ve Necef
كربلا,Kerbela/Meşhed-i Hüseyin
مشهد امام حسين,Kerbela/Meşhed-i İmam Hüseyin
مشهد شريف امام حسين,Kerbela/Meşhed-i Şerif-i İmam Hüseyin
كربوران,Kerburan
كربران,Kerburan
كرج,Kerc
كرك,Kerek
كرك نوح النبى,Kerek-i Nuhnebi
كرك شبك,Kerek-i Şubek
كرك شوبك,Kerek-i Şubek
كَرَك شبك مع امير حاجلق,Kerek-i Şubek maa Emir-i Haclık
كراك,Kerek/Cemmain
قلعۀ كرك,Kerek/Kale-i Kerek
كرك,Kerek/Kale-i Kerek
كرك,Kerek/Maan
كرم,Kerem
كرمرود,Keremrud
كرند,Kerend
كرش,Kereş
كره تنه,Keretine
كروّس,Kerevvus
كرخ جهتى,Kerh ciheti
كركه ناج,Kerkenac
قرقانى اطه لرى,Kerkenac/Karkani Adaları
كركنه,Kerkenac/Kerkene
كركينه,Kerkenac/Kerkine
كركوك,Kerkük
كركوك,Kerkük
نفس كركوك,Kerkük merkez
كركوك شروان,Kerkük Şirvan
شروان,Kerkük Şirvan/Şirvan
شيروان,Kerkük Şirvan/Şirvan
كلكوك,Kerkük/Kelkük
كركوك,Kerkük/Şehr-i Zor
كركوتلى,Kerkütlü
كرمه,Kerme
كرمه,Kerme/Benisaid
بنى سعيد,Kerme/Benisaid
كرمل,Kermel
كرمن,Kermen
كرنه,Kerne
كرنيچه,Kerniçe
كرنح,Kernih
كرپه,Kerpe
كرپه,Kerpe
كَرْپَه,Kerpe
كرپ,Kerpe
كرپه,Kerpe
كربه اطه سى,Kerpe Adası
جزيرۀ كرپه,Kerpe/Cezire-i Kerpe
قارپانتوس,Kerpe/Karpantos
قارپاتوس,Kerpe/Karpatos
قارپوطه,Kerpe/Karpoda
قارپوط,Kerpe/Karpot
